ORDERNUMBER,QUANTITYORDERED,DEALSIZE,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,RESULT,PRODUCTCODE,TERRITORY,COUNTRY,CITY,CUSTOMERID,CUSTOMERNAME,ADDRESSLINE1
10232,46,Medium,100,4,5652.94,3/20/2004 0:00,Shipped,1,3,2004,Ships,122,YES,S24_2011,EMEA,UK,Cowes,C1602,giftsbymail.co.uk,Garden House Crowther Way
10248,48,Medium,100,10,6960.48,5/7/2004 0:00,Cancelled,2,5,2004,Ships,122,YES,S24_2011,NA,USA,NYC,C1603,Land of Toys Inc.,897 Long Airport Avenue
10261,36,Medium,100,8,4512.6,6/17/2004 0:00,Shipped,2,6,2004,Ships,122,YES,S24_2011,NA,Canada,Montreal,C1604,Quebec Home Shopping Network,43 rue St. Laurent
10273,22,Small,100,11,2784.76,7/21/2004 0:00,Shipped,3,7,2004,Ships,122,NO,S24_2011,EMEA,Belgium,Bruxelles,C1605,Petit Auto,Rue Joseph-Bens 532
10283,42,Medium,100,13,5316.36,8/20/2004 0:00,Shipped,3,8,2004,Ships,122,YES,S24_2011,NA,Canada,Tsawassen,C1606,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.
10293,21,Small,100,2,2941.89,9/9/2004 0:00,Shipped,3,9,2004,Ships,122,NO,S24_2011,EMEA,Italy,Torino,C1607,Amica Models & Co.,Via Monte Bianco 34
10306,29,Medium,100,7,3207.4,10/14/2004 0:00,Shipped,4,10,2004,Ships,122,YES,S24_2011,EMEA,UK,Manchester,C1608,"AV Stores, Co.",Fauntleroy Circus
10315,35,Medium,100,6,4215.05,10/29/2004 0:00,Shipped,4,10,2004,Ships,122,YES,S24_2011,EMEA,France,Nantes,C1609,La Rochelle Gifts,"67, rue des Cinquante Otages"
10326,41,Medium,100,4,4333.29,11/9/2004 0:00,Shipped,4,11,2004,Ships,122,YES,S24_2011,EMEA,Sweden,Lule,C1610,"Volvo Model Replicas, Co",Berguvsv„gen  8
10337,29,Small,71.97,4,2087.13,11/21/2004 0:00,Shipped,4,11,2004,Ships,122,NO,S24_2011,NA,USA,NYC,C1611,Classic Legends Inc.,5905 Pompton St.
10350,34,Small,50.33,7,1711.22,12/2/2004 0:00,Shipped,4,12,2004,Ships,122,NO,S24_2011,EMEA,Spain,Madrid,C1612,Euro Shopping Channel,"C/ Moralzarzal, 86"
10372,37,Medium,100,8,3910.53,1/26/2005 0:00,Shipped,1,1,2005,Ships,122,YES,S24_2011,APAC,Japan,Minato-ku,C1613,"Tokyo Collectables, Ltd",2-2-8 Roppongi
10384,28,Small,80.54,3,2255.12,2/23/2005 0:00,Shipped,1,2,2005,Ships,122,NO,S24_2011,NA,USA,San Francisco,C1614,Corporate Gift Ideas Co.,7734 Strong St.
10396,49,Medium,100,6,5720.75,3/23/2005 0:00,Shipped,1,3,2005,Ships,122,YES,S24_2011,NA,USA,San Rafael,C1615,Mini Gifts Distributors Ltd.,5677 Strong St.
10414,23,Medium,100,10,3335.23,5/6/2005 0:00,On Hold,2,5,2005,Ships,122,YES,S24_2011,NA,USA,Boston,C1616,Gifts4AllAges.com,8616 Spinnaker Dr.
10101,46,Small,53.76,2,2472.96,1/9/2003 0:00,Shipped,1,1,2003,Vintage Cars,44,NO,S24_2022,EMEA,Germany,Frankfurt,C1617,"Blauer See Auto, Co.",Lyonerstr. 34
10110,39,Small,44.35,2,1729.65,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,44,NO,S24_2022,EMEA,UK,Manchester,C1618,"AV Stores, Co.",Fauntleroy Circus
10124,22,Small,45.25,1,995.5,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,44,NO,S24_2022,NA,USA,Las Vegas,C1619,Signal Gift Stores,8489 Strong St.
10149,49,Small,49.28,6,2414.72,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,44,NO,S24_2022,NA,USA,Brisbane,C1620,Signal Collectibles Ltd.,2793 Furth Circle
10162,43,Small,36.29,4,1560.47,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,44,NO,S24_2022,NA,USA,San Francisco,C1621,Corporate Gift Ideas Co.,7734 Strong St.
10173,27,Small,41.22,8,1112.94,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,44,NO,S24_2022,EMEA,Italy,Bergamo,C1622,Rovelli Gifts,Via Ludovico il Moro 22
10182,31,Small,36.74,5,1138.94,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,44,NO,S24_2022,NA,USA,San Rafael,C1623,Mini Gifts Distributors Ltd.,5677 Strong St.
10193,20,Small,50.62,9,1012.4,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,44,NO,S24_2022,APAC,Australia,Glen Waverly,C1624,"Australian Collectables, Ltd",7 Allen Street
10205,24,Small,38.08,4,913.92,12/3/2003 0:00,Shipped,4,12,2003,Vintage Cars,44,NO,S24_2022,EMEA,Spain,Madrid,C1625,Euro Shopping Channel,"C/ Moralzarzal, 86"
10214,49,Small,47.94,2,2349.06,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,44,NO,S24_2022,EMEA,Spain,Madrid,C1626,"Corrida Auto Replicas, Ltd","C/ Araquil, 67"
10227,24,Small,48.38,5,1161.12,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,44,NO,S24_2022,EMEA,France,Lyon,C1627,"Saveley & Henriot, Co.","2, rue du Commerce"
10244,39,Small,45.25,9,1764.75,4/29/2004 0:00,Shipped,2,4,2004,Vintage Cars,44,NO,S24_2022,EMEA,Spain,Madrid,C1628,Euro Shopping Channel,"C/ Moralzarzal, 86"
10255,37,Small,45.7,2,1690.9,6/4/2004 0:00,Shipped,2,6,2004,Vintage Cars,44,NO,S24_2022,EMEA,France,Strasbourg,C1629,Mini Caravy,"24, place Kluber"
10280,45,Small,47.49,11,2137.05,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,44,NO,S24_2022,EMEA,Italy,Torino,C1630,Amica Models & Co.,Via Monte Bianco 34
10289,45,Small,48.38,4,2177.1,9/3/2004 0:00,Shipped,3,9,2004,Vintage Cars,44,NO,S24_2022,EMEA,Norway,Bergen,C1631,Herkku Gifts,"Drammen 121, PR 744 Sentrum"
10304,44,Small,39.42,15,1734.48,10/11/2004 0:00,Shipped,4,10,2004,Vintage Cars,44,NO,S24_2022,EMEA,France,Versailles,C1632,Auto Assoc. & Cie.,"67, avenue de l'Europe"
10312,23,Small,37.63,12,865.49,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,44,NO,S24_2022,NA,USA,San Rafael,C1633,Mini Gifts Distributors Ltd.,5677 Strong St.
10322,30,Medium,100,4,3500.1,11/4/2004 0:00,Shipped,4,11,2004,Vintage Cars,44,YES,S24_2022,NA,USA,Nashua,C1634,Online Diecast Creations Co.,2304 Long Airport Avenue
10332,26,Small,85.52,10,2223.52,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,44,NO,S24_2022,EMEA,UK,Manchester,C1635,"AV Stores, Co.",Fauntleroy Circus
10345,43,Small,53.76,1,2311.68,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,44,NO,S24_2022,EMEA,France,Nantes,C1636,Atelier graphique,"54, rue Royale"
10356,26,Small,31.86,7,828.36,12/9/2004 0:00,Shipped,4,12,2004,Vintage Cars,44,NO,S24_2022,EMEA,France,Paris,C1637,Lyon Souveniers,27 rue du Colonel Pierre Avia
10367,28,Small,30.59,12,856.52,1/12/2005 0:00,Resolved,1,1,2005,Vintage Cars,44,NO,S24_2022,NA,USA,Pasadena,C1638,Toys4GrownUps.com,78934 Hillside Dr.
10380,27,Small,68.35,5,1845.45,2/16/2005 0:00,Shipped,1,2,2005,Vintage Cars,44,NO,S24_2022,EMEA,Spain,Madrid,C1639,Euro Shopping Channel,"C/ Moralzarzal, 86"
10391,24,Medium,100,1,4042.08,3/9/2005 0:00,Shipped,1,3,2005,Vintage Cars,44,YES,S24_2022,APAC,Australia,North Sydney,C1640,"Anna's Decorations, Ltd",201 Miller Street
10421,40,Small,45.7,2,1828,5/29/2005 0:00,In Process,2,5,2005,Vintage Cars,44,NO,S24_2022,NA,USA,San Rafael,C1641,Mini Gifts Distributors Ltd.,5677 Strong St.
10103,36,Medium,100,1,3680.28,1/29/2003 0:00,Shipped,1,1,2003,Trucks and Buses,127,YES,S24_2300,EMEA,Norway,Stavern,C1642,Baane Mini Imports,Erling Skakkes gate 78
10114,21,Small,100,5,2925.09,4/1/2003 0:00,Shipped,2,4,2003,Trucks and Buses,127,NO,S24_2300,EMEA,France,Paris,C1643,"La Corne D'abondance, Co.","265, boulevard Charonne"
10126,27,Medium,100,1,3415.77,5/28/2003 0:00,Shipped,2,5,2003,Trucks and Buses,127,YES,S24_2300,EMEA,Spain,Madrid,C1644,"Corrida Auto Replicas, Ltd","C/ Araquil, 67"
10140,47,Medium,100,1,5105.14,7/24/2003 0:00,Shipped,3,7,2003,Trucks and Buses,127,YES,S24_2300,NA,USA,Burlingame,C1645,Technics Stores Inc.,9408 Furth Circle
10151,42,Medium,100,8,5098.8,9/21/2003 0:00,Shipped,3,9,2003,Trucks and Buses,127,YES,S24_2300,EMEA,Finland,Oulu,C1646,"Oulu Toy Supplies, Inc.",Torikatu 38
10165,32,Medium,100,17,4661.76,10/22/2003 0:00,Shipped,4,10,2003,Trucks and Buses,127,YES,S24_2300,APAC,Singapore,Singapore,C1647,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye"
10175,28,Small,100,6,2969.96,11/6/2003 0:00,Shipped,4,11,2003,Trucks and Buses,127,NO,S24_2300,EMEA,UK,London,C1648,"Stylish Desk Decors, Co.",35 King George
10184,24,Medium,100,11,3496.32,11/14/2003 0:00,Shipped,4,11,2003,Trucks and Buses,127,YES,S24_2300,EMEA,Spain,Sevilla,C1649,"Iberia Gift Imports, Corp.","C/ Romero, 33"
10194,49,Medium,100,1,5760.93,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,127,YES,S24_2300,EMEA,France,Lyon,C1650,"Saveley & Henriot, Co.","2, rue du Commerce"
10207,46,Medium,100,12,6819.04,12/9/2003 0:00,Shipped,4,12,2003,Trucks and Buses,127,YES,S24_2300,NA,USA,Boston,C1651,Diecast Collectables,6251 Ingle Ln.
10217,28,Medium,100,1,3148.88,2/4/2004 0:00,Shipped,1,2,2004,Trucks and Buses,127,YES,S24_2300,APAC,Singapore,Singapore,C1652,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10229,48,Medium,100,6,5704.32,3/11/2004 0:00,Shipped,1,3,2004,Trucks and Buses,127,YES,S24_2300,NA,USA,San Rafael,C1653,Mini Gifts Distributors Ltd.,5677 Strong St.
10246,29,Medium,100,10,3520.6,5/5/2004 0:00,Shipped,2,5,2004,Trucks and Buses,127,YES,S24_2300,EMEA,Spain,Madrid,C1654,Euro Shopping Channel,"C/ Moralzarzal, 86"
10259,47,Medium,100,9,5285.62,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,127,YES,S24_2300,APAC,Singapore,Singapore,C1655,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10271,43,Medium,100,10,5605.05,7/20/2004 0:00,Shipped,3,7,2004,Trucks and Buses,127,YES,S24_2300,NA,USA,San Rafael,C1656,Mini Gifts Distributors Ltd.,5677 Strong St.
10281,25,Small,100,6,2779.5,8/19/2004 0:00,Shipped,3,8,2004,Trucks and Buses,127,NO,S24_2300,NA,USA,Allentown,C1657,Diecast Classics Inc.,7586 Pompton St.
10291,48,Medium,100,1,5398.08,9/8/2004 0:00,Shipped,3,9,2004,Trucks and Buses,127,YES,S24_2300,EMEA,Sweden,Boras,C1658,Scandinavian Gift Ideas,?kergatan 24
10305,24,Medium,100,10,3189.6,10/13/2004 0:00,Shipped,4,10,2004,Trucks and Buses,127,YES,S24_2300,NA,USA,Cambridge,C1659,Marta's Replicas Co.,39323 Spinnaker Dr.
10313,42,Medium,100,4,5581.8,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,127,YES,S24_2300,NA,Canada,Vancouver,C1660,Canadian Gift Exchange Network,1900 Oak St.
10324,31,Medium,100,2,3820.44,11/5/2004 0:00,Shipped,4,11,2004,Trucks and Buses,127,YES,S24_2300,NA,USA,NYC,C1661,Vitachrome Inc.,2678 Kingston Rd.
10334,42,Medium,100,5,5528.04,11/19/2004 0:00,On Hold,4,11,2004,Trucks and Buses,127,YES,S24_2300,EMEA,Sweden,Lule,C1662,"Volvo Model Replicas, Co",Berguvsv„gen  8
10348,37,Medium,100,1,5981.42,11/1/2004 0:00,Shipped,4,11,2004,Trucks and Buses,127,YES,S24_2300,EMEA,Spain,Madrid,C1663,"Corrida Auto Replicas, Ltd","C/ Araquil, 67"
10358,41,Medium,100,7,5684.65,12/10/2004 0:00,Shipped,4,12,2004,Trucks and Buses,127,YES,S24_2300,EMEA,Spain,Madrid,C1664,Euro Shopping Channel,"C/ Moralzarzal, 86"
10371,20,Medium,100,5,3449.4,1/23/2005 0:00,Shipped,1,1,2005,Trucks and Buses,127,YES,S24_2300,NA,USA,San Rafael,C1665,Mini Gifts Distributors Ltd.,5677 Strong St.
10382,20,Small,100,3,2654.4,2/17/2005 0:00,Shipped,1,2,2005,Trucks and Buses,127,NO,S24_2300,NA,USA,San Rafael,C1666,Mini Gifts Distributors Ltd.,5677 Strong St.
10412,70,Large,100,10,8498,5/3/2005 0:00,Shipped,2,5,2005,Trucks and Buses,127,YES,S24_2300,EMEA,Spain,Madrid,C1667,Euro Shopping Channel,"C/ Moralzarzal, 86"
10425,49,Medium,100,9,5510.54,5/31/2005 0:00,In Process,2,5,2005,Trucks and Buses,127,YES,S24_2300,EMEA,France,Nantes,C1668,La Rochelle Gifts,"67, rue des Cinquante Otages"
10108,35,Small,58.87,15,2060.45,3/3/2003 0:00,Shipped,1,3,2003,Motorcycles,69,NO,S24_2360,APAC,Philippines,Makati City,C1669,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03
10121,32,Small,76.88,2,2460.16,5/7/2003 0:00,Shipped,2,5,2003,Motorcycles,69,NO,S24_2360,EMEA,France,Reims,C1670,Reims Collectables,59 rue de l'Abbaye
10135,29,Small,61.64,16,1787.56,7/2/2003 0:00,Shipped,3,7,2003,Motorcycles,69,NO,S24_2360,NA,USA,San Rafael,C1671,Mini Gifts Distributors Ltd.,5677 Strong St.
10145,27,Small,60.95,3,1645.65,8/25/2003 0:00,Shipped,3,8,2003,Motorcycles,69,NO,S24_2360,NA,USA,Pasadena,C1672,Toys4GrownUps.com,78934 Hillside Dr.
10159,27,Small,80.34,11,2169.18,10/10/2003 0:00,Shipped,4,10,2003,Motorcycles,69,NO,S24_2360,NA,USA,San Francisco,C1673,Corporate Gift Ideas Co.,7734 Strong St.
10169,38,Small,74.11,11,2816.18,11/4/2003 0:00,Shipped,4,11,2003,Motorcycles,69,NO,S24_2360,APAC,Australia,North Sydney,C1674,"Anna's Decorations, Ltd",201 Miller Street
10180,35,Small,72.03,6,2521.05,11/11/2003 0:00,Shipped,4,11,2003,Motorcycles,69,NO,S24_2360,EMEA,France,Lille,C1675,Daedalus Designs Imports,"184, chausse de Tournai"
10190,42,Medium,76.19,3,3199.98,11/19/2003 0:00,Shipped,4,11,2003,Motorcycles,69,YES,S24_2360,EMEA,Spain,Madrid,C1676,Euro Shopping Channel,"C/ Moralzarzal, 86"
10211,21,Small,63.72,11,1338.12,1/15/2004 0:00,Shipped,1,1,2004,Motorcycles,69,NO,S24_2360,EMEA,France,Paris,C1677,Auto Canal Petit,"25, rue Lauriston"
10224,37,Small,80.34,4,2972.58,2/21/2004 0:00,Shipped,1,2,2004,Motorcycles,69,NO,S24_2360,EMEA,France,Lille,C1678,Daedalus Designs Imports,"184, chausse de Tournai"
10237,26,Small,79.65,4,2070.9,4/5/2004 0:00,Shipped,2,4,2004,Motorcycles,69,NO,S24_2360,NA,USA,NYC,C1679,Vitachrome Inc.,2678 Kingston Rd.
10252,47,Medium,65.8,8,3092.6,5/26/2004 0:00,Shipped,2,5,2004,Motorcycles,69,YES,S24_2360,EMEA,France,Paris,C1680,Auto Canal Petit,"25, rue Lauriston"
10264,37,Small,65.1,6,2408.7,6/30/2004 0:00,Shipped,2,6,2004,Motorcycles,69,NO,S24_2360,NA,USA,Boston,C1681,Gifts4AllAges.com,8616 Spinnaker Dr.
10276,46,Medium,75.49,12,3472.54,8/2/2004 0:00,Shipped,3,8,2004,Motorcycles,69,YES,S24_2360,NA,USA,Brickhaven,C1682,Online Mini Collectables,7635 Spinnaker Dr.
10285,38,Small,59.56,3,2263.28,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,69,NO,S24_2360,NA,USA,Cambridge,C1683,Marta's Replicas Co.,39323 Spinnaker Dr.
10299,33,Small,66.49,6,2194.17,9/30/2004 0:00,Shipped,3,9,2004,Motorcycles,69,NO,S24_2360,EMEA,Finland,Helsinki,C1684,"Toys of Finland, Co.",Keskuskatu 45
10309,24,Small,56.1,2,1346.4,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,69,NO,S24_2360,EMEA,Norway,Stavern,C1685,Baane Mini Imports,Erling Skakkes gate 78
10319,31,Small,81.73,7,2533.63,11/3/2004 0:00,Shipped,4,11,2004,Motorcycles,69,NO,S24_2360,NA,USA,NYC,C1686,Microscale Inc.,5290 North Pendale Street
10330,42,Medium,81.03,1,3403.26,11/16/2004 0:00,Shipped,4,11,2004,Motorcycles,69,YES,S24_2360,APAC,Philippines,Makati City,C1687,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03
10341,32,Medium,100,6,3307.2,11/24/2004 0:00,Shipped,4,11,2004,Motorcycles,69,YES,S24_2360,EMEA,Austria,Salzburg,C1688,Salzburg Collectables,Geislweg 14
10355,41,Small,70.65,3,2896.65,12/7/2004 0:00,Shipped,4,12,2004,Motorcycles,69,NO,S24_2360,EMEA,Spain,Madrid,C1689,Euro Shopping Channel,"C/ Moralzarzal, 86"
10363,43,Small,61.23,14,2632.89,1/6/2005 0:00,Shipped,1,1,2005,Motorcycles,69,NO,S24_2360,EMEA,Finland,Espoo,C1690,Suominen Souveniers,"Software Engineering Center, SEC Oy"
10375,20,Small,100,14,2046,2/3/2005 0:00,Shipped,1,2,2005,Motorcycles,69,NO,S24_2360,EMEA,France,Nantes,C1691,La Rochelle Gifts,"67, rue des Cinquante Otages"
10390,35,Small,65.13,4,2279.55,3/4/2005 0:00,Shipped,1,3,2005,Motorcycles,69,NO,S24_2360,NA,USA,San Rafael,C1692,Mini Gifts Distributors Ltd.,5677 Strong St.
10403,27,Small,79.65,4,2150.55,4/8/2005 0:00,Shipped,2,4,2005,Motorcycles,69,NO,S24_2360,EMEA,UK,Liverpool,C1693,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery
10110,43,Medium,78.15,11,3360.45,3/18/2003 0:00,Shipped,1,3,2003,Classic Cars,90,YES,S24_2766,EMEA,UK,Manchester,C1694,"AV Stores, Co.",Fauntleroy Circus
10124,32,Small,72.7,10,2326.4,5/21/2003 0:00,Shipped,2,5,2003,Classic Cars,90,NO,S24_2766,NA,USA,Las Vegas,C1695,Signal Gift Stores,8489 Strong St.
10148,21,Small,73.6,4,1545.6,9/11/2003 0:00,Shipped,3,9,2003,Classic Cars,90,NO,S24_2766,APAC,Australia,North Sydney,C1696,"Anna's Decorations, Ltd",201 Miller Street
10161,20,Small,100,3,2144.6,10/17/2003 0:00,Shipped,4,10,2003,Classic Cars,90,NO,S24_2766,EMEA,Denmark,Aaarhus,C1697,Heintze Collectables,Smagsloget 45
10172,22,Small,74.51,1,1639.22,11/5/2003 0:00,Shipped,4,11,2003,Classic Cars,90,NO,S24_2766,NA,USA,Bridgewater,C1698,Gift Depot Inc.,25593 South Bay Ln.
10182,36,Small,73.6,14,2649.6,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,90,NO,S24_2766,NA,USA,San Rafael,C1699,Mini Gifts Distributors Ltd.,5677 Strong St.
10192,46,Medium,83.6,2,3845.6,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,90,YES,S24_2766,NA,USA,Nashua,C1700,Online Diecast Creations Co.,2304 Long Airport Avenue
10204,47,Medium,96.32,8,4527.04,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,90,YES,S24_2766,NA,USA,NYC,C1701,Muscle Machine Inc,4092 Furth Circle
10212,45,Medium,88.14,1,3966.3,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,90,YES,S24_2766,EMEA,Spain,Madrid,C1702,Euro Shopping Channel,"C/ Moralzarzal, 86"
10227,47,Medium,88.14,14,4142.58,3/2/2004 0:00,Shipped,1,3,2004,Classic Cars,90,YES,S24_2766,EMEA,France,Lyon,C1703,"Saveley & Henriot, Co.","2, rue du Commerce"
10241,47,Medium,94.5,6,4441.5,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,90,YES,S24_2766,EMEA,France,Strasbourg,C1704,Mini Caravy,"24, place Kluber"
10267,38,Medium,87.24,3,3315.12,7/7/2004 0:00,Shipped,3,7,2004,Classic Cars,90,YES,S24_2766,NA,USA,NYC,C1705,Muscle Machine Inc,4092 Furth Circle
10279,49,Medium,79.97,3,3918.53,8/9/2004 0:00,Shipped,3,8,2004,Classic Cars,90,YES,S24_2766,EMEA,Spain,Madrid,C1706,Euro Shopping Channel,"C/ Moralzarzal, 86"
10288,35,Small,80.87,9,2830.45,9/1/2004 0:00,Shipped,3,9,2004,Classic Cars,90,NO,S24_2766,APAC,Singapore,Singapore,C1707,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10302,49,Medium,100,5,5298.86,10/6/2003 0:00,Shipped,4,10,2003,Classic Cars,90,YES,S24_2766,EMEA,UK,Liverpool,C1708,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery
10311,28,Small,93.6,4,2620.8,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,90,NO,S24_2766,EMEA,Spain,Madrid,C1709,Euro Shopping Channel,"C/ Moralzarzal, 86"
10321,30,Small,72.7,1,2181,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,90,NO,S24_2766,NA,USA,New Bedford,C1710,FunGiftIdeas.com,1785 First Street
10332,39,Medium,86.72,7,3382.08,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,90,YES,S24_2766,EMEA,UK,Manchester,C1711,"AV Stores, Co.",Fauntleroy Circus
10346,25,Small,100,1,2876.75,11/29/2004 0:00,Shipped,4,11,2004,Classic Cars,90,NO,S24_2766,NA,USA,Las Vegas,C1712,Signal Gift Stores,8489 Strong St.
10368,40,Medium,100,2,4107.2,1/19/2005 0:00,Shipped,1,1,2005,Classic Cars,90,YES,S24_2766,NA,USA,San Rafael,C1713,Mini Gifts Distributors Ltd.,5677 Strong St.
10380,36,Small,37.5,6,1350,2/16/2005 0:00,Shipped,1,2,2005,Classic Cars,90,NO,S24_2766,EMEA,Spain,Madrid,C1714,Euro Shopping Channel,"C/ Moralzarzal, 86"
10407,76,Large,94.5,6,7182,4/22/2005 0:00,On Hold,2,4,2005,Classic Cars,90,YES,S24_2766,NA,USA,San Jose,C1715,The Sharp Gifts Warehouse,3086 Ingle Ln.
10420,39,Medium,100,9,3933.93,5/29/2005 0:00,In Process,2,5,2005,Classic Cars,90,YES,S24_2766,APAC,Australia,Chatswood,C1716,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy"
10104,44,Small,39.6,10,1742.4,1/31/2003 0:00,Shipped,1,1,2003,Classic Cars,35,NO,S24_2840,EMEA,Spain,Madrid,C1717,Euro Shopping Channel,"C/ Moralzarzal, 86"
10114,24,Small,30.06,1,721.44,4/1/2003 0:00,Shipped,2,4,2003,Classic Cars,35,NO,S24_2840,EMEA,France,Paris,C1718,"La Corne D'abondance, Co.","265, boulevard Charonne"
10127,39,Small,38.19,12,1489.41,6/3/2003 0:00,Shipped,2,6,2003,Classic Cars,35,NO,S24_2840,NA,USA,NYC,C1719,Muscle Machine Inc,4092 Furth Circle
10141,21,Small,42.43,6,891.03,8/1/2003 0:00,Shipped,3,8,2003,Classic Cars,35,NO,S24_2840,EMEA,Finland,Espoo,C1720,Suominen Souveniers,"Software Engineering Center, SEC Oy"
10151,30,Small,40.31,4,1209.3,9/21/2003 0:00,Shipped,3,9,2003,Classic Cars,35,NO,S24_2840,EMEA,Finland,Oulu,C1721,"Oulu Toy Supplies, Inc.",Torikatu 38
10165,27,Small,31.82,13,859.14,10/22/2003 0:00,Shipped,4,10,2003,Classic Cars,35,NO,S24_2840,APAC,Singapore,Singapore,C1722,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye"
10175,37,Small,31.12,2,1151.44,11/6/2003 0:00,Shipped,4,11,2003,Classic Cars,35,NO,S24_2840,EMEA,UK,London,C1723,"Stylish Desk Decors, Co.",35 King George
10184,42,Small,31.82,7,1336.44,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,35,NO,S24_2840,EMEA,Spain,Sevilla,C1724,"Iberia Gift Imports, Corp.","C/ Romero, 33"
10195,32,Small,28.29,7,905.28,11/25/2003 0:00,Shipped,4,11,2003,Classic Cars,35,NO,S24_2840,NA,USA,White Plains,C1725,Mini Classics,3758 North Pendale Street
10207,42,Small,29.7,8,1247.4,12/9/2003 0:00,Shipped,4,12,2003,Classic Cars,35,NO,S24_2840,NA,USA,Boston,C1726,Diecast Collectables,6251 Ingle Ln.
10219,21,Small,40.31,3,846.51,2/10/2004 0:00,Shipped,1,2,2004,Classic Cars,35,NO,S24_2840,NA,USA,Brisbane,C1727,Signal Collectibles Ltd.,2793 Furth Circle
10229,33,Small,32.88,2,1085.04,3/11/2004 0:00,Shipped,1,3,2004,Classic Cars,35,NO,S24_2840,NA,USA,San Rafael,C1728,Mini Gifts Distributors Ltd.,5677 Strong St.
10246,49,Small,36.07,6,1767.43,5/5/2004 0:00,Shipped,2,5,2004,Classic Cars,35,NO,S24_2840,EMEA,Spain,Madrid,C1729,Euro Shopping Channel,"C/ Moralzarzal, 86"
10259,31,Small,33.24,5,1030.44,6/15/2004 0:00,Shipped,2,6,2004,Classic Cars,35,NO,S24_2840,APAC,Singapore,Singapore,C1730,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10271,38,Small,41.72,6,1585.36,7/20/2004 0:00,Shipped,3,7,2004,Classic Cars,35,NO,S24_2840,NA,USA,San Rafael,C1731,Mini Gifts Distributors Ltd.,5677 Strong St.
10281,20,Small,40.66,2,813.2,8/19/2004 0:00,Shipped,3,8,2004,Classic Cars,35,NO,S24_2840,NA,USA,Allentown,C1732,Diecast Classics Inc.,7586 Pompton St.
10292,39,Small,30.06,9,1172.34,9/8/2004 0:00,Shipped,3,9,2004,Classic Cars,35,NO,S24_2840,NA,USA,NYC,C1733,Land of Toys Inc.,897 Long Airport Avenue
10305,48,Small,31.47,6,1510.56,10/13/2004 0:00,Shipped,4,10,2004,Classic Cars,35,NO,S24_2840,NA,USA,Cambridge,C1734,Marta's Replicas Co.,39323 Spinnaker Dr.
10314,39,Small,37.13,15,1448.07,10/22/2004 0:00,Shipped,4,10,2004,Classic Cars,35,NO,S24_2840,EMEA,Denmark,Aaarhus,C1735,Heintze Collectables,Smagsloget 45
10324,30,Medium,100,9,3338.1,11/5/2004 0:00,Shipped,4,11,2004,Classic Cars,35,YES,S24_2840,NA,USA,NYC,C1736,Vitachrome Inc.,2678 Kingston Rd.
10335,33,Small,37.13,2,1225.29,11/19/2004 0:00,Shipped,4,11,2004,Classic Cars,35,NO,S24_2840,NA,USA,San Rafael,C1737,Mini Gifts Distributors Ltd.,5677 Strong St.
